epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
90,2865.49,0.47565,0.87971,0.84686,1.03153,0,0.53679,0.58865,0.57758,0.43791,0.52722,0.57545,0.55915,0.45939,0.8144,1.52455,1.58216,1.33049,0,0.000361929,0.000361929,0.000361929
91,2959.23,0.46274,0.84865,0.81099,1.02477,0,0.59048,0.57793,0.55542,0.41818,0.58187,0.5703,0.54531,0.44128,0.82354,1.59499,1.57181,1.35542,0,0.000352037,0.000352037,0.000352037
92,3053.06,0.46973,0.85826,0.81857,1.02826,0,0.61451,0.54734,0.5545,0.43839,0.60897,0.53804,0.5401,0.44591,0.80826,1.59091,1.63965,1.32318,0,0.000342211,0.000342211,0.000342211
93,3148.39,0.4625,0.83008,0.81163,1.01961,0,0.67024,0.48764,0.57096,0.43618,0.68165,0.51504,0.5654,0.45378,0.83498,1.59078,1.52261,1.35422,0,0.000332457,0.000332457,0.000332457
94,3243.79,0.46424,0.84926,0.80413,1.02638,0,0.60114,0.50438,0.54351,0.42778,0.61743,0.5136,0.54337,0.44126,0.81688,1.57596,1.5444,1.3355,0,0.000322778,0.000322778,0.000322778
95,3337.23,0.46443,0.84871,0.78731,1.02746,0,0.60179,0.51973,0.56401,0.44513,0.61724,0.54568,0.57213,0.46871,0.79041,1.5387,1.54431,1.30445,0,0.00031318,0.00031318,0.00031318
96,3431.31,0.46862,0.86263,0.79578,1.02495,0,0.60082,0.52968,0.56202,0.43105,0.61042,0.53567,0.55983,0.45079,0.78332,1.53753,1.46608,1.31004,0,0.000303665,0.000303665,0.000303665
97,3530.84,0.4518,0.83091,0.77956,1.01572,0,0.61932,0.52707,0.56082,0.4361,0.62564,0.53262,0.56015,0.45949,0.77798,1.50173,1.53682,1.28817,0,0.000294239,0.000294239,0.000294239
98,3630.87,0.45284,0.83075,0.76108,1.01763,0,0.62832,0.55529,0.56248,0.44034,0.61997,0.55614,0.55747,0.45455,0.76959,1.54285,1.49386,1.2737,0,0.000284906,0.000284906,0.000284906
99,3725.86,0.45859,0.82899,0.76809,1.02337,0,0.55254,0.57671,0.56866,0.43749,0.55098,0.57894,0.5597,0.45441,0.7685,1.49804,1.49826,1.30414,0,0.000275668,0.000275668,0.000275668
100,3819.37,0.44604,0.77767,0.75008,1.00951,0,0.61336,0.55205,0.55936,0.43205,0.61819,0.55509,0.55775,0.44929,0.81723,1.57584,1.66006,1.34563,0,0.000266532,0.000266532,0.000266532
101,3914.13,0.45092,0.82806,0.75063,1.01749,0,0.55671,0.54835,0.56111,0.43379,0.5681,0.56128,0.55632,0.45199,0.80842,1.55622,1.55475,1.36229,0,0.0002575,0.0002575,0.0002575
102,4008.6,0.45025,0.83682,0.75523,1.01097,0,0.64997,0.5031,0.57115,0.43936,0.64978,0.50675,0.56407,0.45143,0.83205,1.54414,1.51259,1.38468,0,0.000248577,0.000248577,0.000248577
103,4102.47,0.44316,0.78138,0.73102,1.00995,0,0.58547,0.56826,0.57032,0.45459,0.58548,0.57365,0.56109,0.46641,0.81451,1.56192,1.58995,1.35402,0,0.000239766,0.000239766,0.000239766
104,4197.32,0.43254,0.81105,0.71689,1.00733,0,0.61211,0.52118,0.57361,0.44765,0.6164,0.51014,0.56022,0.46541,0.80314,1.54673,1.56178,1.32892,0,0.000231071,0.000231071,0.000231071
105,4291.65,0.43829,0.82689,0.73335,1.00723,0,0.58628,0.52994,0.55066,0.42066,0.59127,0.52391,0.53686,0.43557,0.83747,1.55221,1.64098,1.37802,0,0.000222497,0.000222497,0.000222497
106,4385.57,0.44124,0.76665,0.72257,1.01521,0,0.60639,0.52217,0.54995,0.41748,0.59478,0.51197,0.53434,0.44015,0.8467,1.62399,1.70528,1.40083,0,0.000214046,0.000214046,0.000214046
